Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
Alex Killorn,2014-15,TBL,L,L,71,15,23,38,+8,36,0.54,13,34,1,3,1,1,0,5,130,11.5,16:56,43.8
Nathan MacKinnon,2014-15,COL,R,C,64,14,24,38,-7,34,0.59,11,31,3,7,0,0,0,2,192,7.3,17:03,47.0
Taylor Hall,2014-15,EDM,L,L,53,14,24,38,-1,40,0.72,11,32,3,6,0,0,0,0,158,8.9,19:13,45.9
Brad Boyes,2014-15,FLA,R,R,78,14,24,38,+11,20,0.49,9,29,5,9,0,0,1,4,151,9.3,15:39,56.1
Antoine Vermette,2014-15,"ARI,CHI",L,C,82,13,25,38,-25,40,0.46,7,24,6,14,0,0,0,1,109,11.9,17:51,55.3
Victor Hedman,2014-15,TBL,L,D,59,10,28,38,+12,40,0.64,7,27,3,11,0,0,1,2,115,8.7,22:41,--
Ryan Suter,2014-15,MIN,L,D,77,2,36,38,+7,48,0.49,1,26,1,11,0,1,0,1,150,1.3,29:04,--
Nino Niederreiter,2014-15,MIN,L,R,80,24,13,37,+2,28,0.46,17,28,6,8,1,1,0,5,149,16.1,14:33,28.6
James Neal,2014-15,NSH,L,L,67,23,14,37,+12,57,0.55,20,33,3,4,0,0,2,6,221,10.4,18:05,41.2
Sean Couturier,2014-15,PHI,L,C,82,15,22,37,+4,28,0.45,13,29,1,6,1,2,0,0,148,10.1,18:23,48.4
Sami Vatanen,2014-15,ANA,R,D,67,12,25,37,+5,36,0.55,4,19,7,17,1,1,0,1,122,9.8,21:28,50.0
Brad Richards,2014-15,CHI,L,C,76,12,25,37,+3,12,0.49,10,30,2,7,0,0,0,3,199,6.0,14:53,48.4
Evgeny Kuznetsov,2014-15,WSH,L,C,80,11,26,37,+10,24,0.46,7,24,4,13,0,0,1,1,127,8.7,13:20,44.6
Nick Leddy,2014-15,NYI,L,D,78,10,27,37,+18,14,0.47,9,24,1,12,0,1,0,1,120,8.3,20:22,--
Aleksander Barkov,2014-15,FLA,L,C,71,16,20,36,-4,16,0.51,13,29,3,7,0,0,0,3,123,13.0,17:30,46.1
Clarke MacArthur,2014-15,OTT,L,L,62,16,20,36,-6,36,0.58,10,26,6,10,0,0,0,5,140,11.4,17:00,36.4
Tommy Wingels,2014-15,SJS,R,C,75,15,21,36,-7,40,0.48,10,25,4,10,1,1,0,1,158,9.5,16:28,45.5
Chris Stewart,2014-15,"BUF,MIN",R,R,81,14,22,36,-26,88,0.44,9,26,5,10,0,0,0,0,155,9.0,15:53,24.4
Shane Doan,2014-15,ARI,R,R,79,14,22,36,-29,65,0.46,9,26,5,10,0,0,0,0,189,7.4,18:53,27.3
Riley Sheahan,2014-15,DET,L,C,79,13,23,36,-3,16,0.46,8,25,5,11,0,0,0,0,123,10.6,15:39,49.9
Brandon Dubinsky,2014-15,CBJ,L,C,47,13,23,36,+11,43,0.77,12,28,0,7,1,1,0,1,100,13.0,18:04,50.8
Chris Higgins,2014-15,VAN,L,L,77,12,24,36,+8,16,0.47,9,31,3,5,0,0,0,1,171,7.0,15:47,33.3
David Savard,2014-15,CBJ,R,D,82,11,25,36,0,71,0.44,8,26,3,10,0,0,0,3,112,9.8,22:57,100.0
Cody Franson,2014-15,"TOR,NSH",R,D,78,7,29,36,-7,28,0.46,2,19,5,17,0,0,0,0,127,5.5,19:38,--
Alex Goligoski,2014-15,DAL,L,D,81,4,32,36,0,24,0.44,4,26,0,8,0,2,0,0,122,3.3,23:49,--
Jimmy Hayes,2014-15,FLA,R,R,72,19,16,35,-4,20,0.49,15,24,4,11,0,0,0,3,166,11.5,15:09,44.4
Carl Hagelin,2014-15,NYR,L,L,82,17,18,35,+18,46,0.43,16,33,1,1,0,1,1,4,185,9.2,15:14,35.3
Curtis Glencross,2014-15,"CGY,WSH",L,L,71,13,22,35,+2,45,0.49,9,24,4,11,0,0,0,1,108,12.0,15:39,44.4
Brian Gionta,2014-15,BUF,R,R,69,13,22,35,-13,18,0.51,9,25,3,9,1,1,0,2,153,8.5,18:03,40.8
Charlie Coyle,2014-15,MIN,R,C,82,11,24,35,+13,39,0.43,10,32,1,3,0,0,0,4,120,9.2,14:33,46.5
Johnny Boychuk,2014-15,NYI,R,D,72,9,26,35,+15,14,0.49,4,19,5,15,0,1,1,1,192,4.7,21:41,100.0
Benoit Pouliot,2014-15,EDM,L,L,58,19,15,34,-1,28,0.59,14,26,4,7,1,1,0,3,105,18.1,16:37,38.2
Joel Ward,2014-15,WSH,R,R,82,19,15,34,-4,30,0.41,13,23,6,11,0,0,1,4,138,13.8,16:52,47.2
Lance Bouma,2014-15,CGY,L,L,78,16,18,34,+10,54,0.44,16,32,0,1,0,1,0,4,104,15.4,14:01,39.2
Kris Versteeg,2014-15,CHI,R,R,61,14,20,34,+11,35,0.56,12,29,2,5,0,0,0,1,134,10.5,15:51,31.3
Milan Michalek,2014-15,OTT,L,L,66,13,21,34,+3,33,0.52,7,23,5,10,1,1,0,1,130,10.0,16:22,47.8
Patrik Elias,2014-15,NJD,L,C,69,13,21,34,-20,12,0.49,8,23,5,9,0,2,0,1,114,11.4,17:39,39.1
Teddy Purcell,2014-15,EDM,R,L,82,12,22,34,-33,24,0.41,7,22,5,12,0,0,0,0,146,8.2,17:10,57.1
Pat Maroon,2014-15,ANA,L,L,71,9,25,34,-5,82,0.48,8,27,1,7,0,0,0,1,120,7.5,14:17,33.3
Daniel Winnik,2014-15,"TOR,PIT",L,L,79,9,25,34,+23,27,0.43,9,33,0,0,0,1,0,1,97,9.3,16:39,46.9
James Wisniewski,2014-15,"CBJ,ANA",R,D,69,8,26,34,-13,44,0.49,1,19,7,15,0,0,0,2,147,5.4,21:11,--
Hampus Lindholm,2014-15,ANA,L,D,78,7,27,34,+25,32,0.44,7,28,0,6,0,0,0,1,107,6.5,21:46,0.0
Cam Fowler,2014-15,ANA,L,D,80,7,27,34,+4,14,0.43,5,23,1,9,1,2,1,2,87,8.1,21:09,--
Marek Zidlicky,2014-15,"NJD,DET",R,D,84,7,27,34,-9,56,0.40,1,14,6,20,0,0,1,1,130,5.4,20:57,0.0
Scott Gomez,2014-15,NJD,L,C,58,7,27,34,-10,23,0.59,7,20,0,14,0,0,0,1,70,10.0,16:31,46.6
Kris Russell,2014-15,CGY,L,D,79,4,30,34,+18,17,0.43,3,20,1,14,0,0,0,0,111,3.6,23:57,--
Brandon Sutter,2014-15,PIT,R,C,80,21,12,33,+6,14,0.41,14,24,3,5,4,4,0,4,180,11.7,17:19,50.6
Eric Fehr,2014-15,WSH,R,C,75,19,14,33,+8,20,0.44,17,31,1,1,1,1,2,4,142,13.4,14:51,52.0
Alexandre Burrows,2014-15,VAN,L,R,70,18,15,33,0,68,0.47,13,24,4,8,1,1,0,3,145,12.4,15:29,42.9
Jannik Hansen,2014-15,VAN,R,R,81,16,17,33,-6,27,0.41,15,30,0,0,1,3,0,2,145,11.0,13:58,16.7
Darren Helm,2014-15,DET,L,C,75,15,18,33,+7,12,0.44,10,24,3,7,2,2,0,1,160,9.4,15:50,53.0
Nail Yakupov,2014-15,EDM,L,R,81,14,19,33,-35,18,0.41,9,23,5,10,0,0,0,1,191,7.3,15:27,0.0
Mike Santorelli,2014-15,"TOR,NSH",R,C,79,12,21,33,0,14,0.42,11,29,0,2,1,2,0,2,145,8.3,14:23,46.2
Victor Rask,2014-15,CAR,L,C,80,11,22,33,-14,16,0.41,9,22,2,11,0,0,0,2,172,6.4,16:20,51.0
Ryan McDonagh,2014-15,NYR,L,D,71,8,25,33,+23,26,0.46,5,18,3,12,0,3,0,2,148,5.4,23:08,--
Travis Hamonic,2014-15,NYI,R,D,71,5,28,33,+15,85,0.46,4,25,1,8,0,0,0,0,132,3.8,21:47,--
Matt Beleskey,2014-15,ANA,L,L,65,22,10,32,+13,39,0.49,18,28,4,4,0,0,0,8,145,15.2,14:29,42.1
Steve Bernier,2014-15,NJD,R,R,67,16,16,32,+2,28,0.48,12,24,4,8,0,0,0,2,107,15.0,12:56,50.0
Derek Roy,2014-15,"NSH,EDM",L,C,72,12,20,32,-13,24,0.44,8,25,4,7,0,0,0,2,113,10.6,15:40,44.8
Ales Hemsky,2014-15,DAL,R,R,76,11,21,32,-8,16,0.42,10,24,1,8,0,0,1,1,140,7.9,13:38,--
Michael Del Zotto,2014-15,PHI,L,D,64,10,22,32,-5,34,0.50,8,23,1,8,1,1,0,4,119,8.4,21:55,--
Martin Erat,2014-15,ARI,L,R,79,9,23,32,-16,48,0.41,6,26,3,6,0,0,0,1,91,9.9,15:52,0.0
Jonathan Drouin,2014-15,TBL,L,L,70,4,28,32,+3,34,0.46,1,26,3,6,0,0,0,0,76,5.3,13:14,52.4
Jeff Skinner,2014-15,CAR,L,L,77,18,13,31,-24,18,0.40,14,24,4,7,0,0,0,2,235,7.7,16:03,45.7
Mark Arcobello,2014-15,"EDM,NSH,PIT,ARI",R,R,77,17,14,31,-10,20,0.40,16,26,1,4,0,1,1,2,129,13.2,14:48,50.2
Blake Comeau,2014-15,PIT,R,L,61,16,15,31,+6,65,0.51,16,30,0,1,0,0,2,5,147,10.9,15:17,77.8
Nikolay Kulemin,2014-15,NYI,L,L,82,15,16,31,+7,21,0.38,12,27,0,0,3,4,0,0,115,13.0,14:52,29.2
Jiri Tlusty,2014-15,"CAR,WPG",L,L,72,14,17,31,-18,20,0.43,8,21,6,10,0,0,0,0,123,11.4,16:01,33.3
Tomas Hertl,2014-15,SJS,L,C,82,13,18,31,-5,16,0.38,10,25,3,6,0,0,0,4,145,9.0,14:33,45.8
Rickard Rakell,2014-15,ANA,R,R,71,9,22,31,+6,10,0.44,7,22,2,9,0,0,0,1,105,8.6,12:34,46.6
Justin Fontaine,2014-15,MIN,R,R,71,9,22,31,+13,12,0.44,9,29,0,2,0,0,0,2,104,8.7,11:57,50.0
Alexander Edler,2014-15,VAN,L,D,74,8,23,31,+13,54,0.42,3,17,5,14,0,0,1,2,175,4.6,23:59,0.0
Brent Seabrook,2014-15,CHI,R,D,82,8,23,31,-3,27,0.38,4,15,4,15,0,1,0,2,181,4.4,22:11,--
David Krejci,2014-15,BOS,R,C,47,7,24,31,+7,22,0.66,5,22,1,8,1,1,0,1,70,10.0,18:10,53.2
Justin Schultz,2014-15,EDM,R,D,81,6,25,31,-17,12,0.38,6,19,0,12,0,0,0,1,122,4.9,22:37,100.0
Matt Niskanen,2014-15,WSH,R,D,82,4,27,31,+7,47,0.38,2,20,2,10,0,1,0,0,117,3.4,22:21,--
Danny DeKeyser,2014-15,DET,L,D,80,2,29,31,+11,42,0.39,2,25,0,6,0,0,0,1,89,2.3,20:56,--
Zemgus Girgensons,2014-15,BUF,L,L,61,15,15,30,-16,25,0.49,11,23,1,4,3,3,0,1,115,13.0,19:05,44.0
David Jones,2014-15,CGY,R,R,67,14,16,30,-3,18,0.45,12,28,2,2,0,0,0,1,114,12.3,14:20,48.4
Matt Read,2014-15,PHI,R,R,80,8,22,30,-4,14,0.38,6,24,2,5,0,1,0,2,142,5.6,17:34,52.4
Jason Garrison,2014-15,TBL,L,D,70,4,26,30,+27,19,0.43,3,19,1,11,0,0,0,3,111,3.6,20:01,--
Andrew Cogliano,2014-15,ANA,L,C,82,15,14,29,+5,14,0.35,12,26,0,0,3,3,0,2,134,11.2,14:36,32.7
Kyle Palmieri,2014-15,ANA,R,C,57,14,15,29,-2,37,0.51,9,18,5,11,0,0,1,4,112,12.5,14:06,50.0
Vernon Fiddler,2014-15,DAL,L,C,80,13,16,29,-5,34,0.36,9,24,3,3,1,2,0,2,132,9.9,13:08,51.9
Shawn Horcoff,2014-15,DAL,L,C,76,11,18,29,+9,27,0.38,7,24,4,5,0,0,0,1,82,13.4,13:01,50.2
Dale Weise,2014-15,MTL,R,R,79,10,19,29,+21,34,0.37,10,29,0,0,0,0,0,1,91,11.0,12:11,41.7
Morgan Rielly,2014-15,TOR,L,D,81,8,21,29,-16,14,0.36,7,20,1,9,0,0,0,0,148,5.4,20:20,--
Dion Phaneuf,2014-15,TOR,L,D,70,3,26,29,-11,108,0.41,1,13,2,15,0,1,0,1,138,2.2,23:43,--
Michael Raffl,2014-15,PHI,L,L,67,21,7,28,+6,34,0.42,18,25,2,2,1,1,0,2,134,15.7,14:12,45.4
Lee Stempniak,2014-15,"NYR,WPG",R,R,71,15,13,28,+8,20,0.39,15,27,0,1,0,0,0,3,115,13.0,12:43,37.5
Mikkel Boedker,2014-15,ARI,L,L,45,14,14,28,-10,6,0.62,11,16,3,12,0,0,0,2,79,17.7,17:29,0.0
Steve Downie,2014-15,PIT,R,R,72,14,14,28,+2,238,0.39,11,23,3,5,0,0,0,2,104,13.5,12:26,50.0
Bryan Bickell,2014-15,CHI,L,L,80,14,14,28,+5,38,0.35,13,25,1,3,0,0,0,3,113,12.4,12:05,0.0
Nathan Gerbe,2014-15,CAR,L,C,78,10,18,28,-14,34,0.36,8,20,2,8,0,0,0,2,235,4.3,16:27,60.0
Joe Colborne,2014-15,CGY,L,C,64,8,20,28,+7,43,0.44,6,22,1,5,1,1,0,1,67,11.9,15:25,52.4
Tyler Myers,2014-15,"BUF,WPG",R,D,71,7,21,28,-6,77,0.39,5,20,2,6,0,2,0,0,124,5.7,24:38,--
Chris Kelly,2014-15,BOS,L,C,80,7,21,28,+6,48,0.35,6,26,0,0,1,2,0,2,112,6.3,15:08,48.6
Shawn Matthias,2014-15,VAN,L,L,78,18,9,27,-3,16,0.35,17,25,1,1,0,1,0,0,132,13.6,13:06,44.9
Lars Eller,2014-15,MTL,L,C,77,15,12,27,-6,42,0.35,14,23,1,2,0,2,1,7,150,10.0,15:30,51.7
Patrick Eaves,2014-15,DAL,R,R,47,14,13,27,+12,8,0.57,8,18,6,9,0,0,0,2,91,15.4,13:43,40.0
Patrik Berglund,2014-15,STL,L,C,77,12,15,27,-2,26,0.35,12,26,0,1,0,0,0,0,145,8.3,14:35,48.6
Dustin Brown,2014-15,LAK,R,R,82,11,16,27,-17,26,0.33,10,21,1,6,0,0,0,3,189,5.8,16:31,42.9
David Pastrnak,2014-15,BOS,R,R,46,10,17,27,+12,8,0.59,8,24,2,3,0,0,1,3,93,10.8,13:58,29.4
Matt Nieto,2014-15,SJS,L,L,72,10,17,27,-12,20,0.38,9,22,1,4,0,1,0,1,135,7.4,15:15,0.0
Mikael Backlund,2014-15,CGY,L,C,52,10,17,27,+4,14,0.52,8,24,0,1,2,2,1,2,103,9.7,17:45,48.3
Dominic Moore,2014-15,NYR,L,C,82,10,17,27,+5,28,0.33,8,24,0,1,2,2,0,3,116,8.6,13:49,54.5
Ryan Ellis,2014-15,NSH,R,D,58,9,18,27,+8,27,0.47,7,21,2,6,0,0,0,0,118,7.6,18:59,--
Nick Spaling,2014-15,PIT,L,C,82,9,18,27,-2,26,0.33,8,26,1,1,0,0,0,0,90,10.0,15:14,48.3
David Legwand,2014-15,OTT,L,C,80,9,18,27,+1,32,0.34,3,13,6,12,0,2,0,0,91,9.9,13:54,46.6
Seth Jones,2014-15,NSH,R,D,82,8,19,27,+3,20,0.33,5,15,2,11,1,1,0,0,123,6.5,19:53,--
Tomas Fleischmann,2014-15,"FLA,ANA",L,L,66,8,19,27,+12,12,0.41,8,26,0,1,0,0,0,1,131,6.1,14:42,28.6
Artem Anisimov,2014-15,CBJ,L,C,52,7,20,27,-6,8,0.52,7,20,0,4,0,3,1,2,88,8.0,16:23,44.5
Brian Campbell,2014-15,FLA,L,D,82,3,24,27,+4,22,0.33,2,15,1,12,0,0,0,0,118,2.5,23:13,--
Jason Zucker,2014-15,MIN,L,L,51,21,5,26,-9,18,0.51,19,24,1,1,1,1,0,3,124,16.9,15:04,28.6
Andrew Shaw,2014-15,CHI,R,R,79,15,11,26,-8,67,0.33,10,20,5,6,0,0,0,2,146,10.3,14:57,50.1
Dwight King,2014-15,LAK,L,L,81,13,13,26,-3,21,0.32,13,24,0,1,0,1,0,1,127,10.2,14:24,60.0
Alex Chiasson,2014-15,OTT,R,R,76,11,15,26,-5,67,0.34,8,19,3,6,0,1,0,1,105,10.5,13:23,14.3
John Mitchell,2014-15,COL,L,C,68,11,15,26,-9,32,0.38,7,21,3,4,1,1,0,1,105,10.5,15:51,50.9
Colton Sceviour,2014-15,DAL,R,C,71,9,17,26,+1,13,0.37,9,22,0,4,0,0,0,2,113,8.0,12:43,42.3
Kevin Klein,2014-15,NYR,R,D,65,9,17,26,+24,25,0.40,9,26,0,0,0,0,2,4,76,11.8,18:29,0.0
Leo Komarov,2014-15,TOR,L,R,62,8,18,26,0,18,0.42,7,22,0,1,1,3,0,1,84,9.5,14:42,49.5
Bo Horvat,2014-15,VAN,L,C,68,13,12,25,-8,16,0.37,12,24,0,0,1,1,0,1,93,14.0,12:16,51.4
Antoine Roussel,2014-15,DAL,L,L,80,13,12,25,-20,148,0.31,13,22,0,3,0,0,0,1,113,11.5,14:31,17.7
Peter Holland,2014-15,TOR,L,C,62,11,14,25,0,31,0.40,9,20,1,3,1,2,0,3,93,11.8,14:31,45.6
Travis Zajac,2014-15,NJD,R,C,74,11,14,25,-3,29,0.34,5,16,4,7,2,2,0,0,112,9.8,19:04,53.4
Jared Spurgeon,2014-15,MIN,R,D,66,9,16,25,+3,6,0.38,6,19,3,6,0,0,0,2,128,7.0,22:37,--
Trevor Lewis,2014-15,LAK,R,C,73,9,16,25,+8,14,0.34,8,24,0,0,1,1,0,2,143,6.3,14:06,42.9
Stephen Weiss,2014-15,DET,L,C,52,9,16,25,-2,16,0.48,6,16,3,9,0,0,0,1,52,17.3,11:21,47.6
Ryan Garbutt,2014-15,DAL,L,C,67,8,17,25,-9,55,0.37,7,24,0,0,1,1,0,2,143,5.6,13:34,64.0
Riley Nash,2014-15,CAR,R,C,68,8,17,25,-10,12,0.37,7,19,1,6,0,0,0,0,94,8.5,16:19,50.9
Derek Dorsett,2014-15,VAN,R,R,79,7,18,25,+4,175,0.32,5,23,0,0,2,2,0,3,89,7.9,12:03,43.8
Matt Cullen,2014-15,NSH,L,C,62,7,18,25,+8,16,0.40,7,21,0,4,0,0,0,1,90,7.8,13:01,54.0
Jason Demers,2014-15,"SJS,DAL",R,D,81,5,20,25,-3,71,0.31,3,20,2,5,0,0,0,2,99,5.1,19:08,--
Brandon Pirri,2014-15,FLA,L,C,49,22,2,24,+6,14,0.49,15,17,7,7,0,0,0,4,143,15.4,14:46,49.1
Brian Boyle,2014-15,TBL,L,C,82,15,9,24,+3,54,0.29,12,21,0,0,3,3,0,5,140,10.7,13:00,50.8
Melker Karlsson,2014-15,SJS,R,C,53,13,11,24,-3,20,0.45,12,23,1,1,0,0,0,2,100,13.0,15:26,39.4
Josh Jooris,2014-15,CGY,R,R,60,12,12,24,+1,16,0.40,8,19,4,5,0,0,1,4,89,13.5,14:30,48.7
Linden Vey,2014-15,VAN,R,R,75,10,14,24,-3,18,0.32,6,18,4,6,0,0,0,2,61,16.4,13:10,42.8
Martin Hanzal,2014-15,ARI,L,C,37,8,16,24,-1,31,0.65,7,19,1,4,0,1,0,3,85,9.4,17:44,56.5
Jordan Staal,2014-15,CAR,L,C,46,6,18,24,-6,14,0.52,5,17,1,7,0,0,0,1,92,6.5,18:33,56.4
Jake Gardiner,2014-15,TOR,L,D,79,4,20,24,-23,24,0.30,4,16,0,8,0,0,0,0,100,4.0,20:58,--
Adam Larsson,2014-15,NJD,R,D,64,3,21,24,+2,34,0.38,3,21,0,0,0,3,0,1,91,3.3,20:58,--
Brayden McNabb,2014-15,LAK,L,D,71,2,22,24,+11,52,0.34,2,19,0,5,0,0,0,1,74,2.7,15:54,100.0
Matt Calvert,2014-15,CBJ,L,L,56,13,10,23,+1,28,0.41,13,22,0,0,0,1,0,3,93,14.0,16:00,60.0
Erik Johnson,2014-15,COL,R,D,47,12,11,23,+2,33,0.49,9,16,3,6,0,1,0,2,115,10.4,24:25,--
Mason Raymond,2014-15,CGY,L,L,57,12,11,23,-8,8,0.40,12,22,0,1,0,0,0,1,123,9.8,14:49,0.0
Adam Lowry,2014-15,WPG,L,C,80,11,12,23,+1,46,0.29,10,19,0,3,1,1,0,2,104,10.6,13:45,47.2
Marco Scandella,2014-15,MIN,L,D,64,11,12,23,+8,56,0.36,10,17,1,5,0,1,2,4,112,9.8,21:43,--
Francois Beauchemin,2014-15,ANA,L,D,64,11,12,23,+17,48,0.36,9,19,2,3,0,1,0,1,110,10.0,22:45,100.0
J.T. Miller,2014-15,NYR,L,C,58,10,13,23,+5,23,0.40,8,20,2,3,0,0,0,3,92,10.9,12:42,45.4
Jiri Sekac,2014-15,"MTL,ANA",L,L,69,9,14,23,0,22,0.33,7,20,2,3,0,0,0,0,85,10.6,13:34,0.0
Erik Condra,2014-15,OTT,R,R,68,9,14,23,+13,30,0.34,8,21,0,0,1,2,0,1,106,8.5,14:27,22.2
Marc-Edouard Vlasic,2014-15,SJS,L,D,70,9,14,23,+12,23,0.33,9,20,0,3,0,0,1,3,98,9.2,22:07,--
Dave Bolland,2014-15,FLA,R,C,53,6,17,23,+4,48,0.43,5,17,0,5,1,1,0,0,76,7.9,16:21,44.5
Toby Enstrom,2014-15,WPG,L,D,60,4,19,23,+13,36,0.38,3,16,1,7,0,0,0,0,58,6.9,23:34,--
Simon Despres,2014-15,"PIT,ANA",L,D,75,3,20,23,+11,86,0.31,3,22,0,1,0,0,1,1,103,2.9,16:52,0.0
Andrej Sekera,2014-15,"CAR,LAK",L,D,73,3,20,23,-3,14,0.32,2,16,1,6,0,1,0,0,100,3.0,21:59,--
Justin Braun,2014-15,SJS,R,D,70,1,22,23,+8,48,0.33,1,21,0,2,0,0,0,0,94,1.1,21:02,--
Dan Hamhuis,2014-15,VAN,L,D,59,1,22,23,0,44,0.39,0,20,1,3,0,0,0,0,82,1.2,21:32,--
Evander Kane,2014-15,WPG,L,L,37,10,12,22,-1,56,0.59,5,13,4,6,1,3,0,1,126,7.9,19:19,44.8
Andre Burakovsky,2014-15,WSH,L,L,53,9,13,22,+12,10,0.42,7,19,2,3,0,0,0,2,65,13.9,12:55,44.3
PA Parenteau,2014-15,MTL,R,R,56,8,14,22,0,30,0.39,5,18,3,4,0,0,0,1,97,8.3,14:59,38.5
Jacob Trouba,2014-15,WPG,R,D,65,7,15,22,+2,46,0.34,6,16,1,6,0,0,0,0,133,5.3,23:19,0.0
Vincent Trocheck,2014-15,FLA,R,C,50,7,15,22,+9,24,0.44,6,21,1,1,0,0,0,0,89,7.9,14:00,48.7
Jeff Petry,2014-15,"EDM,MTL",R,D,78,7,15,22,-28,42,0.28,6,17,1,4,0,1,0,1,126,5.6,21:15,--
Johan Franzen,2014-15,DET,L,R,33,7,15,22,-12,30,0.67,3,11,4,11,0,0,0,3,74,9.5,16:04,33.3
Alec Martinez,2014-15,LAK,L,D,56,6,16,22,+9,10,0.39,5,18,1,4,0,0,0,1,103,5.8,19:56,--
Dmitry Kulikov,2014-15,FLA,L,D,73,3,19,22,0,48,0.30,2,15,1,6,0,1,0,0,83,3.6,21:19,--
Andy Greene,2014-15,NJD,L,D,82,3,19,22,+1,20,0.27,3,20,0,1,0,1,0,1,83,3.6,23:33,--
